Source,Target,combined_score
Q0045,YML030W,734
Q0045,YGL187C,999
Q0045,Q0275,999
Q0045,YLR395C,998
Q0045,Q0105,989
Q0045,YNR018W,944
Q0045,YMR256C,997
Q0045,YDR119W-A,978
Q0045,YFR033C,979
Q0045,YNL052W,995
Q0045,YPR191W,992
Q0045,YHR051W,999
Q0045,YDL067C,992
Q0045,YIL111W,993
Q0045,YGR183C,987
Q0045,YDR529C,985
Q0045,YEL024W,996
Q0045,YOR065W,993
Q0045,YGL191W,998
Q0045,YHR001W-A,990
Q0045,Q0250,999
Q0045,YLR038C,998
Q0045,YJL166W,982
Q0045,YBL045C,995
Q0065,YLR038C,763
Q0065,YGR183C,713
Q0065,Q0250,895
Q0065,YPR191W,784
Q0065,YHR051W,854
Q0065,YGL191W,761
Q0065,YLR395C,837
Q0065,YOR065W,852
Q0065,YEL024W,761
Q0065,Q0275,890
Q0065,YGL187C,889
Q0070,YHR051W,854
Q0070,YPR191W,784
Q0070,YGR183C,713
Q0070,Q0275,890
Q0070,YGL187C,889
Q0070,YLR395C,837
Q0070,Q0250,890
Q0070,YLR038C,763
Q0070,YOR065W,852
Q0070,YEL024W,761
Q0070,YGL191W,761
Q0080,YLR447C,720
Q0080,YMR054W,720
Q0080,YPL271W,941
Q0080,YML081C-A,995
Q0080,YDR298C,951
Q0080,YBL099W,983
Q0080,YOR270C,720
Q0080,YCL005W-A,720
Q0080,YPL234C,720
Q0080,YBR039W,941
Q0080,YOL077W-A,941
Q0080,Q0085,997
Q0080,YHR026W,720
Q0080,YLR295C,983
Q0080,YDR377W,978
Q0080,YPL078C,991
Q0080,YEL027W,720
Q0080,YLR393W,734
Q0080,YPR020W,720
Q0080,Q0130,985
Q0080,YDL004W,962
Q0080,YKL016C,991
Q0080,YJR121W,983
Q0080,YDR322C-A,720
Q0085,YPL271W,998
Q0085,Q0080,997
Q0085,YCL005W-A,720
Q0085,YDR298C,999
Q0085,YBL099W,999
Q0085,Q0275,745
Q0085,YOL077W-A,970
Q0085,YJR119C,801
Q0085,YLR295C,983
Q0085,YKL016C,998
Q0085,YPR020W,973
Q0085,Q0130,999
Q0085,YMR054W,955
Q0085,YLR447C,900
Q0085,YMR176W,801
Q0085,YML081C-A,998
Q0085,YOR270C,955
Q0085,YPL234C,980
Q0085,YBR039W,999
Q0085,YHR026W,971
Q0085,YPL078C,998
Q0085,YDR377W,980
Q0085,YDL004W,999
Q0085,YJR121W,999
Q0085,YDR322C-A,720
Q0085,YEL027W,980
Q0085,YLR393W,734
Q0105,YEL024W,999
Q0105,YHR001W-A,991
Q0105,YJR048W,900
Q0105,YLR038C,996
Q0105,YLR163C,819
Q0105,YBL045C,997
Q0105,Q0120,900
Q0105,Q0275,996
Q0105,YNR018W,800
Q0105,YDR119W-A,941
Q0105,YDL067C,979
Q0105,YHR051W,990
Q0105,YNL052W,982
Q0105,YIL111W,982
Q0105,YOR065W,999
Q0105,YGL191W,996
Q0105,Q0250,997
Q0105,Q0115,900
Q0105,YJL166W,999
Q0105,YML030W,734
Q0105,YGL187C,996
Q0105,YEL039C,900
Q0105,Q0110,900
Q0105,Q0045,989
Q0105,YPL215W,722
Q0105,YLR395C,986
Q0105,YFR033C,980
Q0105,YMR256C,995
Q0105,YPR191W,997
Q0105,YDR529C,999
Q0105,YGR183C,999
Q0110,Q0115,900
Q0110,YOR065W,971
Q0110,YEL024W,971
Q0110,Q0105,900
Q0110,Q0120,900
Q0115,YPR191W,726
Q0115,YGR183C,722
Q0115,YDR529C,747
Q0115,Q0110,900
Q0115,YOR065W,977
Q0115,Q0120,900
Q0115,Q0105,900
Q0115,YEL024W,977
Q0120,YEL024W,977
Q0120,Q0105,900
Q0120,YJL166W,712
Q0120,Q0115,900
Q0120,YOR065W,977
Q0120,YDR529C,747
Q0120,YGR183C,722
Q0120,YPR191W,726
Q0120,Q0110,900
Q0130,YLR295C,983
Q0130,YOL077W-A,941
Q0130,YOR332W,731
Q0130,YKL016C,998
Q0130,YPR020W,948
Q0130,YPL271W,989
Q0130,YCL005W-A,720
Q0130,Q0080,985
Q0130,YBL099W,998
Q0130,YDR298C,995
Q0130,YGR020C,719
Q0130,YPL078C,996
Q0130,YDR377W,941
Q0130,YHR026W,720
Q0130,Q0085,999
Q0130,YDR322C-A,720
Q0130,YDL004W,999
Q0130,YJR121W,997
Q0130,YEL027W,720
Q0130,YLR393W,734
Q0130,YML081C-A,990
Q0130,YLR447C,910
Q0130,YMR054W,868
Q0130,YBR039W,998
Q0130,YPL234C,720
Q0130,YOR270C,868
Q0140,YML009C,800
Q0140,YCR071C,800
Q0140,YCR003W,800
Q0140,YGR084C,979
Q0140,YDR237W,800
Q0140,YMR188C,979
Q0140,YDR175C,989
Q0140,YNL122C,800
Q0140,YHR059W,979
Q0140,YGR076C,800
Q0140,YBR122C,800
Q0140,YLR439W,800
Q0140,YIL093C,979
Q0140,YNR036C,979
Q0140,YNL177C,800
Q0140,YER050C,979
Q0140,YKR085C,800
Q0140,YJR113C,979
Q0140,YMR286W,800
Q0140,YMR193W,800
Q0140,YHR147C,800
Q0140,YPR100W,800
Q0140,YDR462W,800
Q0140,YGR150C,800
Q0140,YDR041W,989
Q0140,YDR347W,979
Q0140,YJL096W,800
Q0140,YBR251W,994
Q0140,YJL063C,800
Q0140,YNL005C,800
Q0140,YMR158W,979
Q0140,YMR024W,800
Q0140,YPR166C,989
Q0140,YKL003C,979
Q0140,YLR312W-A,800
Q0140,YNL306W,979
Q0140,YGR215W,989
Q0140,YHR075C,900
Q0140,YCR046C,800
Q0140,YGL129C,979
Q0140,YBL038W,800
Q0140,YHL004W,984
Q0140,YDR337W,979
Q0140,YOR158W,979
Q0140,YOR150W,800
Q0140,YNR037C,979
Q0140,YDR322W,800
Q0140,YEL050C,800
Q0140,YPL183W-A,800
Q0140,YBR146W,979
Q0140,YPL173W,800
Q0140,YPL118W,979
Q0140,YBR282W,800
Q0140,YDL045W-A,979
Q0140,YNL137C,986
Q0140,YML025C,800
Q0140,YDR296W,800
Q0140,YDR036C,979
Q0140,YKL155C,984
Q0140,YDR405W,800
Q0140,YPL013C,979
Q0140,YLR204W,961
Q0140,YGR165W,979
Q0140,YDR115W,800
Q0140,YKL138C,800
Q0140,YGR220C,800
Q0140,YNL284C,800
Q0140,YKR006C,800
Q0140,YNR022C,800
Q0140,YNL252C,800
Q0140,YDR494W,983
Q0140,YKL170W,800
Q0140,YJR101W,979
Q0140,YNL081C,979
Q0140,YBL090W,979
Q0250,YGL187C,999
Q0250,Q0275,999
Q0250,YML030W,734
Q0250,YLR395C,998
Q0250,YGL226W,865
Q0250,Q0045,999
Q0250,YNR018W,852
Q0250,Q0105,997
Q0250,YHR051W,999
Q0250,YPR191W,996
Q0250,YNL052W,999
Q0250,YDL067C,998
Q0250,YDR119W-A,978
Q0250,YMR256C,996
Q0250,YBR037C,882
Q0250,YFR033C,979
Q0250,YGR183C,993
Q0250,YDR231C,745
Q0250,YDR529C,991
Q0250,YMR244C-A,950
Q0250,Q0070,890
Q0250,Q0065,895
Q0250,YIL111W,997
Q0250,YOR065W,999
Q0250,YEL024W,996
Q0250,YGL191W,998
Q0250,YBR024W,788
Q0250,YHR001W-A,979
Q0250,YGR062C,791
Q0250,YJL166W,993
Q0250,YBL045C,996
Q0250,YLR038C,999
Q0275,YGL191W,998
Q0275,Q0085,745
Q0275,YEL024W,996
Q0275,YOR065W,999
Q0275,YJL166W,994
Q0275,YBL045C,989
Q0275,YLR038C,999
Q0275,Q0250,999
Q0275,YHR001W-A,990
Q0275,Q0105,996
Q0275,Q0045,999
Q0275,YNR018W,926
Q0275,YLR395C,999
Q0275,YGL226W,838
Q0275,YGL187C,999
Q0275,YML030W,734
Q0275,YMR244C-A,821
Q0275,YDR529C,992
Q0275,YGR183C,994
Q0275,YIL111W,993
Q0275,Q0070,890
Q0275,Q0065,890
Q0275,YDL067C,989
Q0275,YNL052W,998
Q0275,YHR051W,998
Q0275,YPR191W,994
Q0275,YFR033C,979
Q0275,YMR256C,998
Q0275,YDR119W-A,941
YAL001C,YNL039W,943
YAL001C,YGR047C,982
YAL001C,YDR362C,995
YAL001C,YPL007C,994
YAL001C,YOR110W,982
YAL001C,YBR123C,983
YAL001C,YPR186C,804
YAL001C,YGR246C,943
YAL001C,YER148W,900
YAL002W,YDL077C,934
YAL002W,YLR396C,989
YAL002W,YDR080W,841
YAL002W,YOR089C,843
YAL002W,YMR231W,996
YAL002W,YLR148W,994
YAL002W,YKR014C,756
YAL002W,YDR495C,999
YAL002W,YPL045W,996
YAL003W,YPR080W,973
YAL003W,YPL048W,996
YAL003W,YKL081W,973
YAL003W,YBR118W,991
YAL005C,YOR027W,909
YAL005C,YPL106C,959
YAL005C,YBR101C,713
YAL005C,YPL240C,880
YAL005C,YNL077W,822
YAL005C,YMR186W,879
YAL005C,YNL064C,936
YAL005C,YLL024C,905
YAL005C,YDR172W,852
YAL005C,YNL007C,927
YAL005C,YGL073W,856
YAL005C,YHR117W,972
YAL007C,YOR016C,833
YAL007C,YAR002C-A,831
YAL007C,YGL200C,934
YAL007C,YML012W,981
YAL008W,YBL078C,900
YAL009W,YHR004C,978
YAL010C,YOL009C,998
YAL010C,YPR133W-A,720
YAL010C,YMR060C,984
YAL010C,YLL006W,998
YAL010C,YOR045W,720
YAL010C,YHR083W,979
YAL010C,YMR203W,868
YAL010C,YAL048C,901
YAL010C,YGR082W,720
YAL010C,YNL070W,914
YAL010C,YDL126C,720
YAL010C,YGL219C,998
YAL010C,YNL121C,720
YAL010C,YBR170C,720
YAL010C,YDR049W,720
YAL010C,YNL026W,991
YAL010C,YNL131W,844
YAL011W,YER092W,720
YAL011W,YPL129W,900
YAL011W,YLR052W,900
YAL011W,YFL013C,900
YAL011W,YGL150C,900
YAL011W,YNL107W,954
YAL011W,YBR231C,982
YAL011W,YEL044W,720
YAL011W,YGR002C,969
YAL011W,YOR189W,900
YAL011W,YLR085C,961
YAL011W,YPL235W,970
YAL011W,YJL081C,965
YAL011W,YLR399C,942
YAL011W,YNL215W,720
YAL011W,YDR485C,971
YAL011W,YLR385C,977
YAL011W,YOR141C,720
YAL011W,YDR190C,970
YAL011W,YDL002C,900
YAL011W,YFL039C,967
YAL011W,YML041C,973
YAL011W,YDR334W,969
YAL011W,YNL059C,900
YAL012W,YMR300C,732
YAL012W,YGL184C,900
YAL012W,YFR055W,900
YAL013W,YOL004W,956
YAL013W,YDL076C,963
YAL013W,YLR183C,720
YAL013W,YKL185W,957
YAL013W,YER088C,720
YAL013W,YPR023C,900
YAL013W,YBR103W,720
YAL013W,YKR029C,720
YAL013W,YGL194C,720
YAL013W,YCR033W,720
YAL013W,YBL054W,720
YAL013W,YBR095C,990
YAL013W,YNL097C,968
YAL013W,YPL181W,985
YAL013W,YMR263W,981
YAL013W,YNL330C,963
YAL013W,YNL309W,900
YAL013W,YPL016W,800
YAL013W,YIL084C,968
YAL013W,YMR053C,900
YAL013W,YPL139C,980
YAL013W,YDR207C,929
YAL013W,YMR075W,900
YAL014C,YOL018C,780
YAL014C,YMR197C,966
YAL014C,YGL212W,900
YAL014C,YOR106W,918
YAL014C,YLR093C,909
YAL014C,YOR036W,934
YAL014C,YAL030W,711
YAL015C,YOL043C,900
YAL016W,YGL190C,999
YAL016W,YDL134C,999
YAL016W,YDR075W,987
YAL016W,YNL201C,902
YAL016W,YOR014W,999
YAL016W,YNR032W,743
YAL016W,YDL047W,968
YAL016W,YNL127W,735
YAL016W,YIL153W,784
YAL016W,YOR073W,926
YAL016W,YML109W,707
YAL016W,YMR029C,725
YAL016W,YKL190W,900
YAL016W,YMR273C,717
YAL016W,YBL046W,943
YAL016W,YPL152W,973
YAL016W,YML057W,922
YAL016W,YLR433C,922
YAL016W,YGR161C,819
YAL016W,YDL188C,999
YAL020C,YBL071W-A,985
YAL021C,YDR138W,902
YAL021C,YGR116W,739
YAL021C,YDL165W,968
YAL021C,YCR093W,999
YAL021C,YKR036C,919
YAL021C,YML112W,720
YAL021C,YNL288W,974
YAL021C,YNL230C,724
YAL021C,YPL046C,724
YAL021C,YNR052C,999
YAL021C,YLR418C,846
YAL021C,YGL207W,724
YAL021C,YJL006C,724
YAL021C,YML069W,733
YAL021C,YDR252W,913
YAL021C,YGL244W,720
YAL021C,YOR123C,720
YAL021C,YGR063C,720
YAL021C,YFL028C,919
YAL021C,YBR279W,841
YAL021C,YDL140C,736
YAL021C,YKL160W,720
YAL021C,YKL139W,720
YAL021C,YPR072W,980
YAL021C,YOL145C,720
YAL021C,YER068W,956
YAL021C,YHR167W,720
YAL021C,YGR134W,909
YAL021C,YIL038C,968
YAL021C,YML010W,720
YAL021C,YNL139C,724
YAL021C,YML062C,720
YAL023C,YDL093W,935
YAL023C,YBR004C,720
YAL023C,YDL095W,997
YAL023C,YJR075W,900
YAL023C,YNL158W,720
YAL023C,YDR245W,900
YAL023C,YPL050C,900
YAL023C,YJL183W,720
YAL023C,YJR143C,720
YAL023C,YOR321W,900
YAL023C,YML115C,900
YAL023C,YEL036C,900
YAL024C,YHR158C,804
YAL024C,YGR238C,797
YAL025C,YER056C-A,981
YAL025C,YGL029W,720
YAL025C,YER117W,818
YAL025C,YMR194W,818
YAL025C,YKR063C,720
YAL025C,YBR267W,900
YAL025C,YER006W,950
YAL025C,YIL133C,819
YAL025C,YKL082C,805
YAL025C,YER002W,982
YAL025C,YNL110C,993
YAL025C,YOL077C,989
YAL025C,YMR049C,985
YAL025C,YLL034C,903
YAL025C,YGL147C,818
YAL025C,YHL033C,835
YAL025C,YDL075W,871
YAL025C,YHR088W,998
YAL025C,YLR074C,900
YAL025C,YMR242C,818
YAL025C,YOR063W,834
YAL025C,YLR002C,991
YAL025C,YOL120C,917
YAL025C,YLR397C,900
YAL025C,YDR101C,921
YAL025C,YGL078C,903
YAL025C,YLR221C,900
YAL025C,YLR029C,818
YAL025C,YGR103W,986
YAL025C,YBL027W,818
YAL025C,YBR191W,818
YAL025C,YOR206W,967
YAL025C,YHR066W,987
YAL025C,YOR272W,987
YAL025C,YNL061W,982
YAL025C,YBR084C-A,818
YAL025C,YLR009W,994
YAL025C,YGL030W,835
YAL025C,YDL082W,823
YAL025C,YBL092W,949
YAL025C,YPL093W,990
YAL025C,YPL249C-A,818
YAL025C,YOR294W,900
YAL025C,YAL059W,900
YAL025C,YDR060W,902
YAL025C,YBL087C,818
YAL025C,YKL180W,991
YAL025C,YFL002C,929
YAL025C,YHR010W,818
YAL025C,YGL111W,997
YAL025C,YDL136W,981
YAL025C,YNR038W,903
YAL025C,YFR001W,900
YAL025C,YDR500C,909
YAL025C,YOR312C,818
YAL025C,YNL301C,917
YAL025C,YML073C,917
YAL025C,YLR061W,823
YAL025C,YNL002C,989
YAL025C,YNL224C,900
YAL025C,YPL211W,982
YAL025C,YNR053C,904
YAL025C,YLR344W,874
YAL025C,YJL177W,915
YAL025C,YKR081C,847
YAL025C,YDR087C,997
YAL025C,YGL076C,913
YAL025C,YDL031W,730
YAL025C,YLL008W,903
YAL025C,YPL143W,823
YAL025C,YKL006W,825
YAL025C,YBL028C,950
YAL025C,YBR031W,917
YAL025C,YER126C,989
YAL025C,YMR290C,988
YAL025C,YKL009W,982
YAL025C,YLR185W,981
YAL025C,YDL191W,981
YAL025C,YCL054W,989
YAL025C,YHR052W,987
YAL025C,YLR325C,822
YAL025C,YPR143W,979
YAL025C,YPR016C,982
YAL025C,YDR496C,928
YAL025C,YDR471W,909
YAL025C,YKL172W,989
YAL025C,YOL127W,986
YAL026C,YER166W,872
YAL026C,YCR094W,999
YAL026C,YNL323W,865
YAL027W,YPL022W,804
YAL029C,YBR130C,999
YAL029C,YFL039C,778
YAL029C,YGL106W,760
YAL029C,YAL048C,717
YAL029C,YOR326W,900
YAL029C,YKL130C,991
YAL030W,YKL006C-A,902
YAL030W,YJL204C,747
YAL030W,YOR327C,981
YAL030W,YIL004C,902
YAL030W,YDR164C,789
YAL030W,YGL098W,903
YAL030W,YMR183C,968
YAL030W,YOL018C,870
YAL030W,YGL095C,725
YAL030W,YLR268W,900
YAL030W,YMR197C,881
YAL030W,YPL232W,999
YAL030W,YHL031C,903
YAL030W,YOR075W,902
YAL030W,YGR009C,999
YAL030W,YBL050W,979
YAL030W,YOR036W,791
YAL030W,YAL014C,711
YAL030W,YLR078C,903
YAL030W,YKL196C,917
YAL030W,YDR498C,900
YAL030W,YDR468C,927
YAL030W,YMR017W,930
YAL030W,YGL212W,762
YAL030W,YLR026C,906
YAL030W,YNR049C,943
YAL030W,YOR106W,919
YAL030W,YLR093C,907
YAL032C,YMR240C,834
YAL032C,YKR022C,979
YAL032C,YKR086W,997
YAL032C,YMR213W,998
YAL032C,YPR094W,831
YAL032C,YDR163W,993
YAL032C,YNR011C,994
YAL032C,YGL128C,935
YAL032C,YLL036C,995
YAL032C,YPR182W,950
YAL032C,YGR074W,932
YAL032C,YBR119W,745
YAL032C,YJL203W,942
YAL032C,YLR424W,985
YAL032C,YHR165C,989
YAL032C,YLR016C,960
YAL032C,YNL138W-A,831
YAL032C,YDR364C,987
YAL032C,YER013W,985
YAL032C,YKL095W,996
YAL032C,YLR117C,997
YAL032C,YDL030W,834
YAL032C,YML049C,946
YAL032C,YNL245C,831
YAL032C,YGR006W,800
YAL032C,YDR416W,998
YAL032C,YGR129W,996
YAL032C,YKL173W,993
YAL032C,YDR088C,831
YAL032C,YFL017W-A,947
YAL032C,YER029C,958
YAL032C,YIR009W,923
YAL032C,YOR148C,800
YAL032C,YPL064C,906
YAL032C,YOR319W,834
YAL032C,YIR005W,896
YAL032C,YPL151C,985
YAL032C,YMR288W,966
YAL032C,YBR065C,993
YAL032C,YDL209C,995
YAL032C,YPL213W,978
YAL032C,YGR278W,948
YAL032C,YGL120C,985
YAL032C,YGL174W,948
YAL032C,YDR482C,906
YAL032C,YDL043C,909
YAL032C,YPR101W,994
YAL032C,YBR188C,979
YAL032C,YER172C,988
YAL032C,YJR050W,989
YAL032C,YLR275W,954
YAL032C,YLR323C,831
YAL032C,YCR063W,985
YAL032C,YLR147C,897
YAL032C,YOR159C,948
YAL033W,YPR137W,900
YAL033W,YIR015W,998
YAL033W,YAR008W,900
YAL033W,YHR089C,720
YAL033W,YNL147W,720
YAL033W,YEL026W,958
YAL033W,YDR378C,720
YAL033W,YOR310C,900
YAL033W,YLR145W,994
YAL033W,YLR175W,720
YAL033W,YHR072W-A,720
YAL033W,YBL026W,720
YAL033W,YDR478W,979
YAL033W,YER127W,900
YAL033W,YMR059W,900
YAL033W,YNL221C,999
YAL033W,YLR197W,900
YAL033W,YML091C,900
YAL033W,YLR438C-A,720
YAL033W,YHR062C,999
YAL033W,YLR105C,900
YAL033W,YER146W,720
YAL033W,YDL208W,803
YAL033W,YPL083C,900
YAL033W,YBR257W,997
YAL033W,YBL018C,997
YAL033W,YNL282W,994
YAL033W,YDL014W,900
YAL033W,YGR030C,995
YAL033W,YER112W,720
YAL033W,YBR167C,997
YAL034C,YBR198C,792
YAL034W-A,YIR010W,995
YAL034W-A,YPL233W,998
YAL034W-A,YJR112W,997
YAL035W,YLR388W,989
YAL035W,YHL033C,887
YAL035W,YJL189W,831
YAL035W,YPR043W,871
YAL035W,YNL302C,942
YAL035W,YOR063W,902
YAL035W,YER117W,871
YAL035W,YMR194W,887
YAL035W,YKR057W,980
YAL035W,YIL069C,989
YAL035W,YML026C,988
YAL035W,YGL135W,820
YAL035W,YBL092W,896
YAL035W,YGL030W,907
YAL035W,YPL131W,898
YAL035W,YBR181C,991
YAL035W,YLR029C,871
YAL035W,YNL162W,830
YAL035W,YOR182C,987
YAL035W,YLR367W,947
YAL035W,YNL244C,939
YAL035W,YHR203C,989
YAL035W,YGL031C,871
YAL035W,YKR094C,809
YAL035W,YJR145C,988
YAL035W,YIL018W,847
YAL035W,YER102W,988
YAL035W,YIL148W,809
YAL035W,YGL189C,989
YAL035W,YER074W,989
YAL035W,YPR041W,990
YAL035W,YDR450W,991
YAL035W,YPL081W,991
YAL035W,YMR143W,988
YAL035W,YOR361C,968
YAL035W,YOL121C,991
YAL035W,YDL061C,947
YAL035W,YGR027C,989
YAL035W,YKL180W,871
YAL035W,YBL087C,871
YAL035W,YDL082W,887
YAL035W,YPL220W,820
YAL035W,YLR264W,989
YAL035W,YLR287C-A,987
YAL035W,YPL198W,876
YAL035W,YML024W,989
YAL035W,YDL184C,800
YAL035W,YLR150W,800
YAL035W,YFR031C-A,935
YAL035W,YJL191W,985
YAL035W,YOR369C,994
YAL035W,YER131W,989
YAL035W,YBL072C,991
YAL035W,YJL190C,991
YAL035W,YGR214W,988
YAL035W,YMR116C,994
YAL035W,YNL007C,926
YAL035W,YDR496C,850
YAL035W,YPL143W,871
YAL035W,YDL075W,891
YAL035W,YCR077C,900
YAL035W,YOL120C,871
YAL035W,YOR096W,991
YAL035W,YDL083C,988
YAL035W,YGR148C,871
YAL035W,YBR048W,989
YAL035W,YHR021C,987
YAL035W,YBR189W,988
YAL035W,YPR102C,871
YAL035W,YDR064W,994
YAL035W,YBR191W,871
YAL035W,YPL090C,989
YAL035W,YGR054W,900
YAL035W,YOR167C,989
YAL035W,YBL027W,871
YAL035W,YLR048W,984
YAL035W,YML073C,835
YAL035W,YLR061W,871
YAL035W,YOR312C,870
YAL035W,YGR118W,989
YAL035W,YNL067W,893
YAL035W,YDL136W,871
YAL035W,YHR010W,891
YAL035W,YDR447C,985
YAL035W,YLR185W,871
YAL035W,YGR085C,871
YAL035W,YGL076C,874
YAL035W,YCR031C,988
YAL035W,YPR132W,989
YAL035W,YMR260C,998
YAL035W,YJR123W,993
YAL035W,YMR309C,797
YAL035W,YKL006W,871
YAL035W,YJR007W,926
YAL035W,YBR031W,875
YAL035W,YGL147C,893
YAL035W,YOL040C,995
YAL035W,YMR242C,875
YAL035W,YFR032C-A,898
YAL035W,YIL133C,891
YAL035W,YLR333C,947
YAL035W,YER056C-A,871
YAL035W,YJL136C,982
YAL035W,YKL156W,991
YAL035W,YHR141C,830
YAL035W,YBR084C-A,871
YAL035W,YER025W,962
YAL035W,YLR340W,868
YAL035W,YGL103W,898
YAL035W,YJR094W-A,871
YAL035W,YLR441C,991
YAL035W,YML063W,988
YAL035W,YLR075W,921
YAL035W,YNL301C,871
YAL035W,YNL096C,942
YAL035W,YOR293W,991
YAL035W,YGL123W,994
YAL035W,YDR025W,989
YAL035W,YPL237W,949
YAL035W,YLR325C,896
YAL035W,YDL191W,871
YAL035W,YOL127W,925
YAL035W,YLR167W,992
YAL035W,YLR344W,901
YAL035W,YNL178W,994
YAL035W,YMR230W,941
YAL035W,YHL015W,994
YAL035W,YDL133C-A,800
YAL036C,YDR025W,800
YAL036C,YER131W,800
YAL036C,YGL031C,800
YAL036C,YBL072C,852
YAL036C,YOR369C,852
YAL036C,YGL123W,852
YAL036C,YHR010W,800
YAL036C,YJL191W,800
YAL036C,YDL136W,800
YAL036C,YFR031C-A,807
YAL036C,YHR203C,800
YAL036C,YOR293W,852
YAL036C,YEL054C,800
YAL036C,YGR118W,800
YAL036C,YOR182C,800
YAL036C,YLR061W,800
YAL036C,YNL301C,806
YAL036C,YDL184C,800
YAL036C,YOR312C,800
YAL036C,YNL162W,800
YAL036C,YLR448W,806
YAL036C,YBR031W,805
YAL036C,YKL006W,800
YAL036C,YPL143W,800
YAL036C,YHL015W,852
YAL036C,YDL133C-A,800
YAL036C,YJR123W,800
YAL036C,YNL178W,852
YAL036C,YGL076C,804
YAL036C,YPR132W,800
YAL036C,YLR344W,852
YAL036C,YDR418W,800
YAL036C,YIL148W,800
YAL036C,YLR167W,800
YAL036C,YOR091W,980
YAL036C,YGR085C,800
YAL036C,YEL034W,800
YAL036C,YMR116C,852
YAL036C,YOL127W,886
YAL036C,YLR325C,800
YAL036C,YGR214W,852
YAL036C,YIL018W,807
YAL036C,YJR145C,800
YAL036C,YDL191W,800
YAL036C,YLR185W,800
YAL036C,YER102W,800
YAL036C,YJL190C,852
YAL036C,YKR094C,800
YAL036C,YOL121C,852
YAL036C,YHR141C,800
YAL036C,YHR021C,800
YAL036C,YKR057W,800
YAL036C,YMR143W,800
YAL036C,YMR194W,800
YAL036C,YPL081W,852
YAL036C,YER117W,800
YAL036C,YKL156W,852
YAL036C,YJL136C,800
YAL036C,YER056C-A,800
YAL036C,YIL133C,852
YAL036C,YDR450W,852
YAL036C,YBR048W,800
YAL036C,YOR063W,800
YAL036C,YMR242C,800
YAL036C,YDL083C,800
YAL036C,YFR032C-A,800
YAL036C,YOL120C,806
YAL036C,YOL040C,852
YAL036C,YOR096W,852
YAL036C,YPR043W,800
YAL036C,YER074W,800
YAL036C,YDL075W,852
YAL036C,YLR388W,800
YAL036C,YJL189W,800
YAL036C,YHL033C,806
YAL036C,YGL147C,800
YAL036C,YBL027W,800
YAL036C,YLR075W,800
YAL036C,YOR167C,800
YAL036C,YML024W,852
YAL036C,YLR029C,800
YAL036C,YBR191W,800
YAL036C,YPL090C,800
YAL036C,YLR287C-A,800
YAL036C,YPL131W,800
YAL036C,YBR181C,852
YAL036C,YDR064W,852
YAL036C,YJR094W-A,800
YAL036C,YBL092W,800
YAL036C,YLR441C,852
YAL036C,YDL082W,800
YAL036C,YGL030W,800
YAL036C,YGR027C,800
YAL036C,YKL180W,800
YAL036C,YBL087C,800
YAL036C,YLR340W,806
YAL036C,YGL103W,800
YAL036C,YIL069C,800
YAL036C,YBR084C-A,800
YAL036C,YML026C,800
YAL038W,YOR347C,926
YAL038W,YKL067W,900
YAL038W,YER005W,900
YAL039C,YKL087C,900
YAL040C,YBR160W,998
YAL041W,YJR086W,919
YAL041W,YOR212W,946
YAL041W,YLR229C,925
YAL041W,YJL157C,991
YAL041W,YER114C,764
YAL041W,YGR152C,921
YAL041W,YBR200W,999
YAL041W,YHL007C,877
YAL042W,YML067C,979
YAL042W,YJR010C-A,726
YAL043C,YGR156W,986
YAL043C,YOR250C,841
YAL043C,YLR115W,999
YAL043C,YBR119W,705
YAL043C,YKL006W,734
YAL043C,YDR301W,998
YAL043C,YNL317W,997
YAL043C,YDR195W,983
YAL043C,YMR061W,962
YAL043C,YER133W,986
YAL043C,YDR228C,922
YAL043C,YGR047C,734
YAL043C,YKR002W,985
YAL043C,YLR340W,734
YAL043C,YLR277C,999
YAL043C,YGL044C,954
YAL043C,YPR107C,998
YAL043C,YLL045C,734
YAL043C,YOR179C,972
YAL043C,YNL222W,998
YAL043C,YPL008W,734
YAL043C,YJR093C,993
YAL043C,YOR063W,734
YAL043C,YKL018W,990
YAL043C,YHL001W,734
YAL043C,YOL123W,720
YAL043C,YKL059C,981
YAL043C,YMR039C,734
YAL044C,YMR189W,985
YAL044C,YDR320C-A,771
YAL044C,YDR019C,979
YAL044C,YFL018C,960
YAL047C,YNL126W,832
YAL047C,YHR172W,795
YAL047C,YJR053W,703
YAL047C,YLR212C,800
YAL047C,YLR045C,703
YAL047C,YNL188W,849
YAL048C,YGR082W,720
YAL048C,YPR133W-A,720
YAL048C,YDL126C,720
YAL048C,YHR083W,720
YAL048C,YOR045W,720
YAL048C,YDR049W,720
YAL048C,YNL070W,819
YAL048C,YGL219C,950
YAL048C,YMR203W,720
YAL048C,YMR060C,720
YAL048C,YOL009C,957
YAL048C,YNL026W,720
YAL048C,YOR326W,717
YAL048C,YAL029C,717
YAL048C,YAL010C,901
YAL048C,YNL131W,793
YAL048C,YBR170C,720
YAL048C,YNL121C,720
YAL048C,YLL006W,841
YAL051W,YOR363C,943
YAL054C,YLR153C,900
YAL055W,YGR133W,995
YAL058W,YCL043C,812
YAL059W,YGL111W,900
YAL059W,YKR063C,720
YAL059W,YBR267W,900
YAL059W,YFL002C,900
YAL059W,YER056C-A,900
YAL059W,YGL029W,720
YAL059W,YDL136W,900
